Frase;Dialecto;Lugar;Verbo
bere aitorpenekin ora¡e politikoa harrotu dü;Zuberotarra;Larraine;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Larraine;True
bere aitorpenekin odei politikoa harrotu dü;Zuberotarra;Larraine;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafar-Lapurtarra;Larzabale;True
bere aitorpenekin suspet politikoa harrotu du;Nafar-Lapurtarra;Larzabale;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Larzabale;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Laukiz;True
bere aitorpenekin odei politikoa harrotu do;Erdialdekoa;Legazpi;True
bere aitorpenekin ekaitz politikoa harrotu do;Erdialdekoa;Legazpi;True
bere aitorpenekin eraso politikoa harrotu do;Erdialdekoa;Legazpi;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Leintz Gatzaga;True
bere aitorpenekin eurigolpe politikoa harrotu deu;Mendebaldekoa;Leioa;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Leioa;True
bere aitorpenekin trumoi-saparrada politikoa harrotu do;Nafarra;Leitza;True
bere aitorpenekin tormenta politikoa harrotu du;Nafarra;Lekaroz;True
bere aitorpenekin tormenta politikoa harrotu dau;Mendebaldekoa;Lekeitio;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Lekeitio;True
bere aitorpenekin afruntu politikoa harrotu dau;Mendebaldekoa;Lemoa;True
bere aitorpenekin demporale politikoa harrotu dau;Mendebaldekoa;Lemoa;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Lemoiz;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Lemoiz;True
bere aitorpenekin ortzantz politikoa harrotu du;Nafarra;Luzaide / Valcarlos;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Makea;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Makea;True
bere aitorpenekin trumoi-saparrada politikoa harrotu dau;Mendebaldekoa;Mañaria;True
bere aitorpenekin trumoi-saparrada politikoa harrotu dau;Mendebaldekoa;Mañaria;True
bere aitorpenekin tormenta politikoa harrotu deu;Mendebaldekoa;Mendaro;True
bere aitorpenekin saparrada politikoa harrotu deu;Mendebaldekoa;Mendaro;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Mendata;True
bere aitorpenekin ora¡e politikoa harrotu dü;Zuberotarra;Montori;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Mugerre;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Mungia;True
bere aitorpenekin truboisaparrada politikoa harrotu deu;Mendebaldekoa;Mungia;True
bere aitorpenekin demporale politikoa harrotu deu;Mendebaldekoa;Mungia;True
bere aitorpenekin ortotseauntsi politikoa harrotu do;Nafarra;Oderitz;True
bere aitorpenekin embata politikoa harrotu du;Erdialdekoa;Oiartzun;True
bere aitorpenekin embata politikoa harrotu du;Erdialdekoa;Oiartzun;True
bere aitorpenekin galerna politikoa harrotu du;Erdialdekoa;Oiartzun;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Oñati;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Oñati;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Ondarroa;True
bere aitorpenekin ekaitz politikoa harrotu du;Erdialdekoa;Orexa;True
bere aitorpenekin ekaitz politikoa harrotu du;Erdialdekoa;Orio;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Orozko;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Orozko;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Otxandio;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Otxandio;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Pagola;True
bere aitorpenekin elementa politikoa harrotu dü;Zuberotarra;Pagola;True
bere aitorpenekin galerna politikoa harrotu du;Erdialdekoa;Pasaia;True
bere aitorpenekin galerna politikoa harrotu du;Erdialdekoa;Pasaia;True
bere aitorpenekin ora¡e politikoa harrotu dü;Zuberotarra;Santa Grazi;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Sara;True
bere aitorpenekin kalerna politikoa harrotu du;Nafar-Lapurtarra;Senpere;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Sohüta;True
bere aitorpenekin tormenta politikoa harrotu dau;Mendebaldekoa;Sondika;True
bere aitorpenekin truboisaparrada politikoa harrotu dau;Mendebaldekoa;Sondika;True
bere aitorpenekin erauntsi politikoa harrotu du;Nafarra;Suarbe;True
bere aitorpenekin erauntsi politikoa harrotu du;Nafarra;Sunbilla;True
bere aitorpenekin ekaitz politikoa harrotu du;Erdialdekoa;Tolosa;True
bere aitorpenekin eraso politikoa harrotu du;Erdialdekoa;Tolosa;True
bere aitorpenekin embata politikoa harrotu du;Erdialdekoa;Tolosa;True
bere aitorpenekin borraska politikoa harrotu dau;Nafarra;Urdiain;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Urdiñarbe;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Urketa;True
bere aitorpenekin ortzi politikoa harrotu du;Nafar-Lapurtarra;Urketa;True
bere aitorpenekin ekaitz politikoa harrotu do;Erdialdekoa;Urretxu;True
bere aitorpenekin tempesta politikoa harrotu dü;Zuberotarra;Ürrüstoi;True
bere aitorpenekin galerna politikoa harrotu du;Nafar-Lapurtarra;Uztaritze;True
bere aitorpenekin pesia politikoa harrotu du;Nafar-Lapurtarra;Uztaritze;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Zaratamo;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Zaratamo;True
bere aitorpenekin saparrada politikoa harrotu dau;Mendebaldekoa;Zeanuri;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Zeanuri;True
bere aitorpenekin odei politikoa harrotu dau;Mendebaldekoa;Zeberio;True
bere aitorpenekin saparrada politikoa harrotu do;Erdialdekoa;Zegama;True
bere aitorpenekin eraso politikoa harrotu do;Erdialdekoa;Zegama;True
bere aitorpenekin ortotseauntsi politikoa harrotu du;Nafarra;Zilbeti;True
bere aitorpenekin erauntsi politikoa harrotu du;Nafarra;Zilbeti;True
bere aitorpenekin saparrada politikoa harrotu deu;Mendebaldekoa;Zornotza;True
bere aitorpenekin kalerna politikoa harrotu du;Nafarra;Zugarramurdi;True
putzu;Nafar-Lapurtarra;Ahetze;False
istil;Nafar-Lapurtarra;Ahetze;False
putzuzulo;Erdialdekoa;Aia;False
putzu;Nafar-Lapurtarra;Aldude;False
putzu;Nafar-Lapurtarra;Aldude;False
balsa;Nafarra;Alkotz;False
istil;Zuberotarra;Altzai;False
istil;Zuberotarra;Altzai;False
losko;Zuberotarra;Altzai;False
istil;Zuberotarra;Altzürükü;False
putzuzulo;Erdialdekoa;Amezketa;False
putzuzulo;Erdialdekoa;Andoain;False
putzu;Nafarra;Aniz;False
istil;Nafarra;Aniz;False
posu;Mendebaldekoa;Aramaio;False
posu;Mendebaldekoa;Araotz (Oñati);False
balsa;Nafarra;Arbizu;False
putzu;Nafarra;Arbizu;False
klosko;Nafar-Lapurtarra;Armendaritze;False
istil;Nafar-Lapurtarra;Arnegi;False
putzu;Nafar-Lapurtarra;Arnegi;False
putzu;Nafar-Lapurtarra;Arrangoitze;False
posu;Mendebaldekoa;Arrasate;False
posu;Mendebaldekoa;Arrazola (Atxondo);False
posu;Mendebaldekoa;Arrieta;False
potxingo;Mendebaldekoa;Arrieta;False
klosko;Nafar-Lapurtarra;Arrueta;False
istil;Nafar-Lapurtarra;Arrueta;False
putzu;Erdialdekoa;Asteasu;False
putzu;Erdialdekoa;Ataun;False
putzu;Nafar-Lapurtarra;Azkaine;False
putzu;Erdialdekoa;Azkoitia;False
putzuzulo;Erdialdekoa;Azkoitia;False
urzulo;Erdialdekoa;Azpeitia;False
aintziri;Nafar-Lapurtarra;Baigorri;False
putzu;Nafar-Lapurtarra;Baigorri;False
posu;Mendebaldekoa;Bakio;False
urzulo;Nafar-Lapurtarra;Bardoze;False
lixka;Nafar-Lapurtarra;Bardoze;False
lixka;Nafar-Lapurtarra;Bardoze;False
istil;Zuberotarra;Barkoxe;False
losko;Zuberotarra;Barkoxe;False
istil;Nafar-Lapurtarra;Bastida;False
putzu;Erdialdekoa;Beasain;False
putzu;Nafar-Lapurtarra;Behorlegi;False
klosko;Nafar-Lapurtarra;Behorlegi;False
putzuzulo;Erdialdekoa;Beizama;False
putzu;Mendebaldekoa;Bergara;False
posu;Mendebaldekoa;Bermeo;False
posu;Mendebaldekoa;Berriz;False
putzu;Nafarra;Beruete;False
balsa;Nafarra;Beruete;False
balsa;Nafar-Lapurtarra;Beskoitze;False
putzu;Nafar-Lapurtarra;Bidarrai;False
lixka;Nafar-Lapurtarra;Bidarrai;False
istil;Nafar-Lapurtarra;Bidarrai;False
potxingo;Mendebaldekoa;Busturia;False
putzuzulo;Mendebaldekoa;Deba;False
txarko;Mendebaldekoa;Dima;False
klosko;Zuberotarra;Domintxaine;False
istil;Zuberotarra;Domintxaine;False
putzu;Nafarra;Donamaria;False
istil;Nafarra;Donamaria;False
putzu;Nafar-Lapurtarra;Donibane Lohizune;False
istil;Nafar-Lapurtarra;Donibane Lohizune;False
balsa;Nafarra;Dorrao / Torrano;False
posu;Mendebaldekoa;Elantxobe;False
putzu;Erdialdekoa;Elduain;False
putzu;Mendebaldekoa;Elgoibar;False
posu;Mendebaldekoa;Elorrio;False
putzuzulo;Erdialdekoa;Errezil;False
posu;Mendebaldekoa;Errigoiti;False
potxingo;Mendebaldekoa;Errigoiti;False
txarko;Mendebaldekoa;Errigoiti;False
losko;Zuberotarra;Eskiula;False
istil;Zuberotarra;Eskiula;False
putzu;Nafarra;Etxalar;False
istil;Nafarra;Etxalar;False
balsa;Nafarra;Etxaleku;False
balsa;Nafarra;Etxaleku;False
putzu;Nafarra;Etxarri (Larraun);False
putzu;Nafarra;Eugi;False
putzu;Erdialdekoa;Ezkio-Itsaso;False
putzuzulo;Erdialdekoa;Ezkio-Itsaso;False
putzu;Nafarra;Ezkurra;False
putzu;Nafarra;Ezkurra;False
putzu;Nafarra;Ezkurra;False
putzu;Nafar-Lapurtarra;Ezterenzubi;False
istil;Nafar-Lapurtarra;Ezterenzubi;False
putzuzulo;Nafarra;Gaintza;False
putzu;Nafar-Lapurtarra;Gamarte;False
istil;Nafar-Lapurtarra;Gamarte;False
putzu;Nafar-Lapurtarra;Gamarte;False
urbotxo;Mendebaldekoa;Gamiz-Fika;False
potxingo;Mendebaldekoa;Gamiz-Fika;False
istil;Nafar-Lapurtarra;Garrüze;False
putzuzulo;Erdialdekoa;Getaria;False
pillo;Mendebaldekoa;Getxo;False
potxingo;Mendebaldekoa;Getxo;False
posu;Mendebaldekoa;Gizaburuaga;False
putzuzulo;Nafarra;Goizueta;False
loizulo;Nafarra;Goizueta;False
ziphu;Nafar-Lapurtarra;Hazparne;False
ziphu;Nafar-Lapurtarra;Hazparne;False
putzu;Nafar-Lapurtarra;Hendaia;False
putzuzulo;Erdialdekoa;Hondarribia;False
potxingo;Mendebaldekoa;Ibarruri (Muxika);False
balsa;Nafarra;Igoa;False
putzuzulo;Nafarra;Igoa;False
putzuzulo;Erdialdekoa;Ikaztegieta;False
putzu;Nafar-Lapurtarra;Irisarri;False
putzu;Nafar-Lapurtarra;Itsasu;False
ziphu;Nafar-Lapurtarra;Izturitze;False
urplaka;Nafar-Lapurtarra;Izturitze;False
urtoki;Nafar-Lapurtarra;Izturitze;False
putzu;Nafarra;Jaurrieta;False
putzu;Nafarra;Jaurrieta;False
losko;Nafar-Lapurtarra;Jutsi;False
losko;Nafar-Lapurtarra;Jutsi;False
istil;Nafar-Lapurtarra;Jutsi;False
posu;Mendebaldekoa;Kortezubi;False
putzu;Nafar-Lapurtarra;Landibarre;False
istil;Nafar-Lapurtarra;Landibarre;False
lixka;Nafar-Lapurtarra;Landibarre;False
lixka;Nafar-Lapurtarra;Landibarre;False
potxingo;Mendebaldekoa;Larrabetzu;False
posu;Mendebaldekoa;Larrabetzu;False
istil;Zuberotarra;Larraine;False
balsa;Zuberotarra;Larraine;False
klosko;Nafar-Lapurtarra;Larzabale;False
istil;Nafar-Lapurtarra;Larzabale;False
txarko;Mendebaldekoa;Laukiz;False
putzuzulo;Erdialdekoa;Legazpi;False
posu;Mendebaldekoa;Leintz Gatzaga;False
posu;Mendebaldekoa;Leioa;False
putzu;Nafarra;Leitza;False
putzu;Nafarra;Lekaroz;False
posu;Mendebaldekoa;Lekeitio;False
txarko;Mendebaldekoa;Lemoa;False
potxingo;Mendebaldekoa;Lemoa;False
posu;Mendebaldekoa;Lemoiz;False
posu;Mendebaldekoa;Lemoiz;False
putzu;Nafarra;Luzaide / Valcarlos;False
istil;Nafarra;Luzaide / Valcarlos;False
ziphu;Nafar-Lapurtarra;Makea;False
istil;Nafar-Lapurtarra;Makea;False
putzu;Nafar-Lapurtarra;Makea;False
intha;Nafar-Lapurtarra;Makea;False
posu;Mendebaldekoa;Mañaria;False
putzuzulo;Mendebaldekoa;Mendaro;False
putzuzulo;Mendebaldekoa;Mendaro;False
posu;Mendebaldekoa;Mendata;False
losko;Zuberotarra;Montori;False
istil;Zuberotarra;Montori;False
arla;Nafar-Lapurtarra;Mugerre;False
urgelditu;Nafar-Lapurtarra;Mugerre;False
potxingo;Mendebaldekoa;Mungia;False
putzu;Nafarra;Oderitz;False
putzuzulo;Erdialdekoa;Oiartzun;False
istil;Erdialdekoa;Oiartzun;False
posu;Mendebaldekoa;Oñati;False
posu;Mendebaldekoa;Ondarroa;False
putzuzulo;Erdialdekoa;Orexa;False
putzuzulo;Erdialdekoa;Orio;False
estanke;Mendebaldekoa;Orozko;False
potxingo;Mendebaldekoa;Orozko;False
itoin;Mendebaldekoa;Orozko;False
posu;Mendebaldekoa;Otxandio;False
losko;Zuberotarra;Pagola;False
istil;Zuberotarra;Pagola;False
losko;Zuberotarra;Pagola;False
putzu;Zuberotarra;Pagola;False
putzuzulo;Erdialdekoa;Pasaia;False
putzu;Zuberotarra;Santa Grazi;False
istil;Zuberotarra;Santa Grazi;False
putzu;Nafar-Lapurtarra;Sara;False
putzu;Nafar-Lapurtarra;Senpere;False
istil;Nafar-Lapurtarra;Senpere;False
istil;Zuberotarra;Sohüta;False
losko;Zuberotarra;Sohüta;False
posu;Mendebaldekoa;Sondika;False
balsa;Nafarra;Suarbe;False
putzuzulo;Nafarra;Suarbe;False
urzulo;Nafarra;Sunbilla;False
putzu;Nafarra;Sunbilla;False
istil;Nafarra;Sunbilla;False
putzuzulo;Erdialdekoa;Tolosa;False
istil;Nafar-Lapurtarra;Uharte Garazi;False
putzu;Nafar-Lapurtarra;Uharte Garazi;False
putzu;Nafarra;Urdiain;False
balsa;Nafarra;Urdiain;False
istil;Zuberotarra;Urdiñarbe;False
losko;Zuberotarra;Urdiñarbe;False
istil;Nafar-Lapurtarra;Urketa;False
putzu;Erdialdekoa;Urretxu;False
istil;Zuberotarra;Ürrüstoi;False
putzu;Nafar-Lapurtarra;Uztaritze;False
txarko;Mendebaldekoa;Zaratamo;False
posu;Mendebaldekoa;Zaratamo;False
posu;Mendebaldekoa;Zeanuri;False
potxingo;Mendebaldekoa;Zeanuri;False
potxingo;Mendebaldekoa;Zeberio;False
putzu;Erdialdekoa;Zegama;False
putzu;Nafarra;Zilbeti;False
posu;Mendebaldekoa;Zornotza;False
putzu;Nafarra;Zugarramurdi;False
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Ahetze;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Aia;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Aldude;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Aldude;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Alkotz;True
ezta justizia bera ere ez da busti ausartzen;Zuberotarra;Altzai;True
ezta justizia bera ere ez da trempatü ausartzen;Zuberotarra;Altzai;True
ezta justizia bera ere ez da busta ausartzen;Zuberotarra;Altzai;True
ezta justizia bera ere ez da busti ausartzen;Zuberotarra;Altzürükü;True
ezta justizia bera ere ez da busta ausartzen;Zuberotarra;Altzürükü;True
ezta justizia bera ere ez da trempatü ausartzen;Zuberotarra;Altzürükü;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Amezketa;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Andoain;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Aniz;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Aramaio;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Araotz (Oñati);True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Arbizu;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Armendaritze;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Arnegi;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Arnegi;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Arrangoitze;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Arrasate;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Arrazola (Atxondo);True
ezta justizia bera ere ez de busti ausartzen;Mendebaldekoa;Arrieta;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Arrueta;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Asteasu;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Ataun;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Azkaine;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Azkoitia;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Azpeitia;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Baigorri;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Bakio;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Bardoze;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Bardoze;True
ezta justizia bera ere ez da busti ausartzen;Zuberotarra;Barkoxe;True
ezta justizia bera ere ez da busta ausartzen;Zuberotarra;Barkoxe;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Bastida;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Beasain;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Behorlegi;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Behorlegi;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Beizama;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Bergara;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Bermeo;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Berriz;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Beruete;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Beskoitze;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Bidarrai;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Busturia;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Deba;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Dima;True
ezta justizia bera ere ez da eskotu ausartzen;Mendebaldekoa;Dima;True
ezta justizia bera ere ez da busti ausartzen;Zuberotarra;Domintxaine;True
ezta justizia bera ere ez da busta ausartzen;Zuberotarra;Domintxaine;True
ezta justizia bera ere ez da trempatü ausartzen;Zuberotarra;Domintxaine;True
ezta justizia bera ere ez da busta ausartzen;Zuberotarra;Domintxaine;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Donamaria;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Donibane Lohizune;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Donibane Lohizune;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Dorrao / Torrano;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Elantxobe;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Elduain;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Elgoibar;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Elorrio;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Errezil;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Errigoiti;True
ezta justizia bera ere ez da busti ausartzen;Zuberotarra;Eskiula;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Etxalar;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Etxaleku;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Etxarri (Larraun);True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Eugi;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Ezkio-Itsaso;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Ezkurra;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Ezterenzubi;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Gaintza;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Gamarte;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Gamiz-Fika;True
ezta justizia bera ere ez da eskotu ausartzen;Mendebaldekoa;Gamiz-Fika;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Garrüze;True
ezta justizia bera ere ez da busti ausartzen;Erdialdekoa;Getaria;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Getxo;True
ezta justizia bera ere ez da busti ausartzen;Mendebaldekoa;Gizaburuaga;True
ezta justizia bera ere ez da busti ausartzen;Nafarra;Goizueta;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Hazparne;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Hazparne;True
ezta justizia bera ere ez da busti ausartzen;Nafar-Lapurtarra;Hendaia;True
ezta justizia bera ere ez da trempatü ausartzen;Nafar-Lapurtarra;Hendaia;True
ezta justizia bera ere ez da blái egin ausartzen;Nafar-Lapurtarra;Hendaia;True
ezta justizia bera ere ez da xípatu ausartzen;Nafar-Lapurtarra;Hendaia;True
